time,pitch,roll,heading,aileronInput,elevatorInput,Baro_altitude,Baro_vertical_speed,Baro_temperature,GPS_locked,GPS_coord_x,GPS_coord_y,GPS_altitude,GPS_heading,GPS_speed,GPS_satellites,aileronTrim,elevatorTrim
311.917,4.81,137.5,194.31,-1.0,0.0,17.25,0.02,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
312.117,4.81,137.5,194.31,-1.0,0.0,17.24,0.0,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
312.317,4.81,137.5,194.31,-1.0,0.0,17.24,0.0,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
312.517,4.81,137.5,194.31,-1.0,0.0,17.23,-0.01,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
312.717,4.81,137.5,194.31,-1.0,0.0,17.26,0.01,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
312.917,4.81,137.5,194.31,-1.0,0.0,17.26,0.02,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
313.117,4.81,137.5,194.31,-1.0,0.0,17.22,-0.03,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
313.317,4.81,137.5,194.31,-1.0,0.0,17.23,-0.01,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
313.517,4.81,137.5,194.31,-1.0,0.0,17.29,0.05,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
313.717,4.81,137.5,194.31,-1.0,0.0,17.26,0.01,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
313.917,4.81,137.5,194.31,-1.0,0.0,17.28,0.02,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
314.117,4.81,137.5,194.31,-1.0,0.0,17.25,-0.01,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
314.317,4.81,137.5,194.31,-1.0,0.0,17.23,-0.03,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
314.517,4.81,137.5,194.31,-1.0,0.0,17.19,-0.06,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
314.717,4.81,137.5,194.31,-1.0,0.0,17.24,0.01,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
314.917,4.81,137.5,194.31,-1.0,0.0,17.23,-0.01,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
315.117,4.81,137.5,194.31,-1.0,0.0,17.22,-0.02,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
315.317,4.81,137.5,194.31,-1.0,0.0,17.25,0.01,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
315.517,4.81,137.5,194.31,-1.0,0.0,17.23,-0.0,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
315.717,4.81,137.5,194.31,-1.0,0.0,17.21,-0.02,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
315.917,4.81,137.5,194.31,-1.0,0.0,17.28,0.05,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
316.117,4.81,137.5,194.31,-1.0,0.0,17.29,0.04,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
316.317,4.81,137.5,194.31,-1.0,0.0,17.25,0.0,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
316.517,4.81,137.5,194.31,-1.0,0.0,17.29,0.04,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
316.717,4.81,137.5,194.31,-1.0,0.0,17.27,0.01,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
316.917,4.81,137.5,194.31,-1.0,0.0,17.29,0.03,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
317.117,4.81,137.5,194.31,-1.0,0.0,17.28,0.01,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
317.317,4.81,137.5,194.31,-1.0,0.0,17.28,0.01,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
317.517,4.81,137.5,194.31,-1.0,0.0,17.27,0.0,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
317.717,4.81,137.5,194.31,-1.0,0.0,17.25,-0.02,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
317.917,4.81,137.5,194.31,-1.0,0.0,17.21,-0.06,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
318.117,4.81,137.5,194.31,-1.0,0.0,17.27,0.02,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
318.317,4.81,137.5,194.31,-1.0,0.0,17.29,0.03,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
318.517,4.81,137.5,194.31,-1.0,0.0,17.25,-0.01,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
318.717,4.81,137.5,194.31,-1.0,0.0,17.22,-0.04,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
318.917,4.81,137.5,194.31,-1.0,0.0,17.26,0.01,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
319.117,4.81,137.5,194.31,-1.0,0.0,17.28,0.03,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
319.317,4.81,137.5,194.31,-1.0,0.0,17.26,-0.01,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
319.517,4.81,137.5,194.31,-1.0,0.0,17.28,0.02,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
319.717,4.81,137.5,194.31,-1.0,0.0,17.27,0.01,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
319.917,4.81,137.5,194.31,-1.0,0.0,17.28,0.02,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
320.117,4.81,137.5,194.31,-1.0,0.0,17.23,-0.03,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
320.317,4.81,137.5,194.31,-1.0,0.0,17.22,-0.04,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
320.517,4.81,137.5,194.31,-1.0,0.0,17.2,-0.04,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
320.717,4.81,137.5,194.31,-1.0,0.0,17.22,-0.01,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
320.917,4.81,137.5,194.31,-1.0,0.0,17.22,-0.01,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
321.117,4.81,137.5,194.31,-1.0,0.0,17.21,-0.02,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
321.317,4.81,137.5,194.31,-1.0,0.0,17.26,0.04,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
321.517,4.81,137.5,194.31,-1.0,0.0,17.27,0.04,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
321.717,4.81,137.5,194.31,-1.0,0.0,17.24,0.01,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
321.917,4.81,137.5,194.31,-1.0,0.0,17.23,-0.01,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
322.117,4.81,137.5,194.31,-1.0,0.0,17.22,-0.02,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
322.317,4.81,137.5,194.31,-1.0,0.0,17.2,-0.03,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
322.517,4.81,137.5,194.31,-1.0,0.0,17.24,0.01,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
322.717,4.81,137.5,194.31,-1.0,0.0,17.23,0.01,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
322.917,4.81,137.5,194.31,-1.0,0.0,17.24,0.02,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
323.117,4.81,137.5,194.31,-1.0,0.0,17.24,0.0,30.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
323.317,4.81,137.5,194.31,-1.0,0.0,17.16,-0.07,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
323.517,4.81,137.5,194.31,-1.0,0.0,17.17,-0.04,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
323.717,4.81,137.5,194.31,-1.0,0.0,17.17,-0.04,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
323.917,4.81,137.5,194.31,-1.0,0.0,17.15,-0.05,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
324.117,4.81,137.5,194.31,-1.0,0.0,17.15,-0.04,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
324.317,4.81,137.5,194.31,-1.0,0.0,17.17,-0.01,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
324.517,4.81,137.5,194.31,-1.0,0.0,17.21,0.03,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
324.717,4.81,137.5,194.31,-1.0,0.0,17.26,0.07,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
324.917,4.81,137.5,194.31,-1.0,0.0,17.23,0.03,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
325.117,4.81,137.5,194.31,-1.0,0.0,17.24,0.04,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
325.317,4.81,137.5,194.31,-1.0,0.0,17.23,0.02,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
325.517,4.81,137.5,194.31,-1.0,0.0,17.19,-0.02,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
325.717,4.81,137.5,194.31,-1.0,0.0,17.25,0.04,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
325.917,4.81,137.5,194.31,-1.0,0.0,17.2,-0.03,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
326.117,4.81,137.5,194.31,-1.0,0.0,17.2,-0.02,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
326.317,4.81,137.5,194.31,-1.0,0.0,17.15,-0.06,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
326.517,4.81,137.5,194.31,-1.0,0.0,17.15,-0.05,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
326.717,4.81,137.5,194.31,-1.0,0.0,17.19,-0.01,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
326.917,4.81,137.5,194.31,-1.0,0.0,17.26,0.06,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
327.117,4.81,137.5,194.31,-1.0,0.0,17.28,0.07,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
327.317,4.81,137.5,194.31,-1.0,0.0,17.28,0.06,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
327.517,4.81,137.5,194.31,-1.0,0.0,17.27,0.04,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
327.717,4.81,137.5,194.31,-1.0,0.0,17.29,0.05,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
327.917,4.81,137.5,194.31,-1.0,0.0,17.28,0.03,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
328.117,4.81,137.5,194.31,-1.0,0.0,17.27,0.01,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
328.317,4.81,137.5,194.31,-1.0,0.0,17.25,-0.01,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
328.517,4.81,137.5,194.31,-1.0,0.0,17.28,0.02,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
328.717,4.81,137.5,194.31,-1.0,0.0,17.24,-0.02,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
328.917,4.81,137.5,194.31,-1.0,0.0,17.21,-0.04,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
329.117,4.81,137.5,194.31,-1.0,0.0,17.2,-0.05,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
329.317,4.81,137.5,194.31,-1.0,0.0,17.15,-0.08,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
329.517,4.81,137.5,194.31,-1.0,0.0,17.18,-0.05,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
329.717,4.81,137.5,194.31,-1.0,0.0,17.17,-0.04,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
329.917,4.81,137.5,194.31,-1.0,0.0,17.11,-0.09,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
330.117,4.81,137.5,194.31,-1.0,0.0,17.12,-0.07,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
330.317,4.81,137.5,194.31,-1.0,0.0,17.16,-0.01,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
330.517,4.81,137.5,194.31,-1.0,0.0,17.16,-0.0,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
330.717,4.81,137.5,194.31,-1.0,0.0,17.12,-0.04,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
330.917,4.81,137.5,194.31,-1.0,0.0,17.14,-0.02,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
331.117,4.81,137.5,194.31,-1.0,0.0,17.11,-0.04,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
331.317,4.81,137.5,194.31,-1.0,0.0,17.1,-0.04,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
331.517,4.81,137.5,194.31,-1.0,0.0,17.14,-0.0,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
331.717,4.81,137.5,194.31,-1.0,0.0,17.17,0.03,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
331.917,4.81,137.5,194.31,-1.0,0.0,17.15,0.0,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
332.117,4.81,137.5,194.31,-1.0,0.0,17.17,0.02,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
332.317,4.81,137.5,194.31,-1.0,0.0,17.19,0.04,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
332.517,4.81,137.5,194.31,-1.0,0.0,17.22,0.06,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
332.717,4.81,137.5,194.31,-1.0,0.0,17.21,0.04,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
332.917,4.81,137.5,194.31,-1.0,0.0,17.16,-0.01,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
333.117,4.81,137.5,194.31,-1.0,0.0,17.12,-0.05,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
333.317,4.81,137.5,194.31,-1.0,0.0,17.15,-0.02,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
333.517,4.81,137.5,194.31,-1.0,0.0,17.14,-0.02,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
333.717,4.81,137.5,194.31,-1.0,0.0,17.12,-0.04,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
333.917,4.81,137.5,194.31,-1.0,0.0,17.11,-0.03,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
334.117,4.81,137.5,194.31,-1.0,0.0,17.17,0.03,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
334.317,4.81,137.5,194.31,-1.0,0.0,17.24,0.09,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
334.517,4.81,137.5,194.31,-1.0,0.0,17.23,0.06,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
334.717,4.81,137.5,194.31,-1.0,0.0,17.22,0.03,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
334.917,4.81,137.5,194.31,-1.0,0.0,17.23,0.04,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
335.117,4.81,137.5,194.31,-1.0,0.0,17.26,0.06,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
335.317,4.81,137.5,194.31,-1.0,0.0,17.23,0.02,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
335.517,4.81,137.5,194.31,-1.0,0.0,17.18,-0.04,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
335.717,4.81,137.5,194.31,-1.0,0.0,17.17,-0.03,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
335.917,4.81,137.5,194.31,-1.0,0.0,17.13,-0.07,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
336.117,4.81,137.5,194.31,-1.0,0.0,17.14,-0.05,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
336.317,4.81,137.5,194.31,-1.0,0.0,17.09,-0.08,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
336.517,4.81,137.5,194.31,-1.0,0.0,17.05,-0.1,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
336.717,4.81,137.5,194.31,-1.0,0.0,17.08,-0.05,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
336.917,4.81,137.5,194.31,-1.0,0.0,17.08,-0.05,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
337.117,4.81,137.5,194.31,-1.0,0.0,17.14,0.01,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
337.317,4.81,137.5,194.31,-1.0,0.0,17.17,0.04,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
337.517,4.81,137.5,194.31,-1.0,0.0,17.2,0.06,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
337.717,4.81,137.5,194.31,-1.0,0.0,17.18,0.04,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
337.917,4.81,137.5,194.31,-1.0,0.0,17.21,0.05,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
338.117,4.81,137.5,194.31,-1.0,0.0,17.2,0.03,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
338.317,4.81,137.5,194.31,-1.0,0.0,17.2,0.03,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
338.517,4.81,137.5,194.31,-1.0,0.0,17.14,-0.03,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
338.717,4.81,137.5,194.31,-1.0,0.0,17.15,-0.02,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
338.917,4.81,137.5,194.31,-1.0,0.0,17.12,-0.05,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
339.117,4.81,137.5,194.31,-1.0,0.0,17.13,-0.03,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
339.317,4.81,137.5,194.31,-1.0,0.0,17.09,-0.06,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
339.517,4.81,137.5,194.31,-1.0,0.0,17.08,-0.06,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
339.717,4.81,137.5,194.31,-1.0,0.0,17.14,0.01,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
339.917,4.81,137.5,194.31,-1.0,0.0,17.16,0.03,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
340.117,4.81,137.5,194.31,-1.0,0.0,17.11,-0.03,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
340.317,4.81,137.5,194.31,-1.0,0.0,17.13,-0.0,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
340.517,4.81,137.5,194.31,-1.0,0.0,17.1,-0.03,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
340.717,4.81,137.5,194.31,-1.0,0.0,17.13,0.0,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
340.917,4.81,137.5,194.31,-1.0,0.0,17.17,0.04,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
341.117,4.81,137.5,194.31,-1.0,0.0,17.18,0.05,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
341.317,4.81,137.5,194.31,-1.0,0.0,17.23,0.08,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
341.517,4.81,137.5,194.31,-1.0,0.0,17.23,0.07,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
341.717,4.81,137.5,194.31,-1.0,0.0,17.25,0.07,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
341.917,4.81,137.5,194.31,-1.0,0.0,17.26,0.06,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
342.117,4.81,137.5,194.31,-1.0,0.0,17.23,0.02,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
342.317,4.81,137.5,194.31,-1.0,0.0,17.22,0.01,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
342.517,4.81,137.5,194.31,-1.0,0.0,17.19,-0.02,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
342.717,4.81,137.5,194.31,-1.0,0.0,17.2,0.0,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
342.917,4.81,137.5,194.31,-1.0,0.0,17.24,0.04,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
343.117,4.81,137.5,194.31,-1.0,0.0,17.24,0.02,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
343.317,4.81,137.5,194.31,-1.0,0.0,17.22,0.01,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
343.517,4.81,137.5,194.31,-1.0,0.0,17.15,-0.06,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
343.717,4.81,137.5,194.31,-1.0,0.0,17.17,-0.04,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
343.917,4.81,137.5,194.31,-1.0,0.0,17.18,-0.02,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
344.117,4.81,137.5,194.31,-1.0,0.0,17.11,-0.07,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
344.317,4.81,137.5,194.31,-1.0,0.0,17.1,-0.07,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
344.517,4.81,137.5,194.31,-1.0,0.0,17.08,-0.07,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
344.717,4.81,137.5,194.31,-1.0,0.0,17.08,-0.06,30.26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
344.917,4.81,137.5,194.31,-1.0,0.0,17.09,-0.04,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
345.117,4.81,137.5,194.31,-1.0,0.0,17.1,-0.02,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
345.317,4.81,137.5,194.31,-1.0,0.0,17.0,-0.11,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
345.517,4.81,137.5,194.31,-1.0,0.0,17.0,-0.09,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
345.717,4.81,137.5,194.31,-1.0,0.0,17.06,-0.02,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
345.917,4.81,137.5,194.31,-1.0,0.0,17.01,-0.06,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
346.117,4.81,137.5,194.31,-1.0,0.0,16.99,-0.07,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
346.317,4.81,137.5,194.31,-1.0,0.0,17.0,-0.05,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
346.517,4.81,137.5,194.31,-1.0,0.0,16.98,-0.05,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
346.717,4.81,137.5,194.31,-1.0,0.0,16.98,-0.04,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
346.917,4.81,124.7,194.31,-1.0,0.0,17.03,0.01,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
347.117,4.81,136.13,194.31,-1.0,0.0,17.06,0.04,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
347.317,4.81,137.35,194.31,-1.0,0.0,17.07,0.04,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
347.517,4.81,137.48,194.31,-1.0,0.0,17.08,0.04,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
347.717,4.81,137.5,194.31,-1.0,0.0,17.07,0.03,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
347.917,4.81,137.5,194.31,-1.0,0.0,17.07,0.02,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
348.117,4.81,137.5,194.31,-1.0,0.0,17.04,-0.01,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
348.317,4.81,137.5,194.31,-1.0,0.0,16.98,-0.06,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
348.517,4.81,137.5,194.31,-1.0,0.0,17.0,-0.03,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
348.717,4.81,137.5,194.31,-1.0,0.0,17.05,0.03,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
348.917,4.81,137.5,194.31,-1.0,0.0,17.05,0.02,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
349.117,4.81,137.5,194.31,-1.0,0.0,17.07,0.03,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
349.317,4.81,137.5,194.31,-1.0,0.0,17.02,-0.02,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
349.517,4.81,137.5,194.31,-1.0,0.0,17.05,0.01,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
349.717,4.81,137.5,194.31,-1.0,0.0,17.08,0.03,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
349.917,4.81,137.5,194.31,-1.0,0.0,17.13,0.07,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
350.117,4.81,137.5,194.31,-1.0,0.0,17.13,0.06,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
350.317,4.81,137.5,194.31,-1.0,0.0,17.12,0.04,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
350.517,4.81,137.5,194.31,-1.0,0.0,17.06,-0.02,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
350.717,4.81,137.5,194.31,-1.0,0.0,17.09,0.01,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
350.917,4.81,137.5,194.31,-1.0,0.0,17.1,0.02,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
351.117,4.81,137.5,194.31,-1.0,0.0,17.11,0.03,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
351.317,4.81,137.5,194.31,-1.0,0.0,17.09,0.0,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
351.517,4.81,137.5,194.31,-1.0,0.0,17.08,-0.01,30.27,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
